title,author,journal,year,abstract,url,citations
An architecture based on interactive optimization and machine learning applied to the next release problem,"['AA Araújo', 'M Paixao', 'I Yeltsin', 'A Dantas']",,2017,"(2006), this paper handles the human fatigue using a machine learning model. The DM’s  expertise is gathered when he/she provides subjective evaluations to each solution during the",https://link.springer.com/article/10.1007/s10515-016-0200-3,66
Machine learning-based design support system for the prediction of heterogeneous machine parameters in industry 4.0,"['L Romeo', 'J Loncarski', 'M Paolanti', 'G Bocchini']",,2020,"Arising from the DSSs, a novel concept of data-driven Design Support System (DesSS) is  introduced in this paper to address some of the optimization problems in engineering design",https://www.sciencedirect.com/science/article/pii/S0957417419305792,97
Data-driven fatigue life prediction in additive manufactured titanium alloy: A damage mechanics based machine learning framework,"['Z Zhan', 'W Hu', 'Q Meng']",,2021,"in the fabrication of titanium alloy parts for aerospace engineering applications. In this  paper, a damage mechanics based machine learning framework is presented for the data-driven",https://www.sciencedirect.com/science/article/pii/S0013794421002885,105
A quick review of machine learning algorithms,['S Ray'],,2019,Machine learning is predominantly an area of Artificial  a brief review of various machine  learning algorithms which are most  and demerits of the machine learning algorithms from their,"/scholar?output=instlink&q=info:rP47ltoH3qUJ:scholar.google.com/&hl=en&as_sdt=0,33&scillfp=10629434850878055969&oi=lle",1277
Machine learning and data-driven fault detection for ship systems operations,"['M Cheliotis', 'I Lazakis', 'G Theotokatos']",,2020,"Well maintained vessels exhibit high reliability, safety and energy efficiency. Even though  machinery failures are inevitable, their occurrence can be foreseen when predictive",https://www.sciencedirect.com/science/article/pii/S0029801820309203,98
Designing machine learning systems,['C Huyen'],,2022,scenarios such as: • Engineering data and choosing the right  Ever since the first machine  learning course I taught at  tasked with setting up our first machine learning platform; where do I,,195
"Advances in computational intelligence of polymer composite materials: machine learning assisted modeling, analysis and design","['A Sharma', 'T Mukhopadhyay', 'SM Rangappa']",,2022,"Machine learning (ML) has been recognized as a powerful predictive tool for data-driven  multi-physical modeling, leading to unprecedented insights and exploration of the system",https://link.springer.com/article/10.1007/s11831-021-09700-9,155
Findings on teaching machine learning in high school: A ten-year systematic literature review,"['RM Martins', 'C Gresse Von Wangenheim']",,2023,"Machine Learning (ML) is becoming increasingly present in our lives. Thus, it is important to   Proposal of a software engineering curriculum for High School students that includes AI and",https://www.infedu.vu.lt/journal/INFEDU/article/742/file/pdf,263
"… height; comparison between nested grid numerical model, and machine learning models of artificial neural networks, extreme learning and support vector machines","['S Shamshirband', 'A Mosavi', 'T Rabczuk']",,2020,"Estimation of wave height is essential for several coastal engineering applications. This   machine learning (ML) methods of artificial neural networks (ANN), extreme learning machines (",https://www.tandfonline.com/doi/full/10.1080/19942060.2020.1773932,157
"Machine Learning, Advances in Computing, Renewable Energy and Communication: Proceedings of MARC 2020","['A Tomar', 'H Malik', 'P Kumar', 'A Iqbal']",,2021,electrical and computer science engineering and will provide  in the development of  electrical engineering and high- LNEE for giving Krishna Engineering College the opportunity,,79
A review of machine learning applications in additive manufacturing,"['SS Razvi', 'S Feng', 'A Narayanan']",,2019,Machine Learning (ML) provides an avenue to gain this insight by 1) learning  fundamental knowledge about AM processes and 2) identifying predictive and actionable,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=927654,211
Efficient machine learning models for prediction of concrete strengths,"['H Nguyen', 'T Vu', 'TP Vo', 'HT Thai']",,2021,"Four popular machine learning algorithms in data mining and civil engineering, therefore,  are employed to handle the HPC problems. Specifically, they include (i) Support vector",https://www.sciencedirect.com/science/article/pii/S095006182032955X,347
Machine learning models for predicting the compressive strength of concrete containing nano silica,"['A Garg', 'P Aggarwal', 'Y Aggarwal']",,2022,"The present study aims to propose surrogate models based on Support Vector Machine (SVM)  and Gaussian Process Regression (GPR) machine learning techniques, which can",,99
3D point cloud data processing with machine learning for construction and infrastructure applications: A comprehensive review,"['K Mirzaei', 'M Arashpour', 'E Asadi', 'H Masoumi']",,2022,"A variety of automatic approaches, such as machine learning methods, are adopted in   datasets, which were automatically processed with machine learning methods in construction and",https://www.sciencedirect.com/science/article/pii/S1474034621002500,115
Credit card fraud detection using machine learning and data science,"['SP Maniraj', 'A Saini', 'S Ahmed']",,2019,"its importance, along with Machine Learning, cannot be overstated. This project intends to  illustrate the modelling of a data set using machine learning with Credit Card Fraud Detection.",https://www.academia.edu/download/60581311/credit-card-fraud-detection-using-machine-learning-IJERTV8IS09003120190913-7894-171thvf.pdf,184
Interpolation and stratification of multilayer soil property profile from sparse measurements using machine learning methods,"['T Zhao', 'Y Wang']",,2020,"and unsupervised machine learning (eg, Bishop, 2006). The supervised machine learning   In contrast, the unsupervised machine learning algorithms retrieve information only from",https://www.sciencedirect.com/science/article/pii/S0013795219313420,65
Automatic detection of coronavirus disease (COVID-19) in X-ray and CT images: a machine learning based approach,"['SH Kassania', 'PH Kassanib', 'MJ Wesolowskic']",,2021,This paper presents a feature extractor-based deep learning and machine learning classifier  approach for computer-aided diagnosis of COVID-19 pneumonia. Several ML algorithms,https://www.sciencedirect.com/science/article/pii/S020852162100067X,414
A machine learning approach for the condition monitoring of rotating machinery,"['D Kateris', 'D Moshou', 'XE Pantazi', 'I Gravalos']",,2014,"optical sensors, data fusion and machine learning for about 12 years in research   engineering at PMU. His research interests include signal processing, vibration analysis, machine",https://link.springer.com/article/10.1007/s12206-013-1102-y,112
"Data management in machine learning: Challenges, techniques, and systems","['A Kumar', 'M Boehm', 'J Yang']",,2017,"We discuss tasks such as feature engineering, model selection, and model management.  Many of these systems apply DB-centric ideas such as declarativity, interactivity, and",https://dl.acm.org/doi/pdf/10.1145/3035918.3054775,182
"Review of machine learning for hydrodynamics, transport, and reactions in multiphase flows and reactors","['LT Zhu', 'XZ Chen', 'B Ouyang', 'WC Yan']",,2022,"Artificial intelligence (AI), machine learning (ML), and data science are leading to a promising  transformative paradigm. ML, especially deep learning and physics-informed ML, is a",https://pubs.acs.org/doi/full/10.1021/acs.iecr.2c01036,129
"A preliminary performance evaluation of K-means, KNN and EM unsupervised machine learning methods for network flow classification","['A Alalousi', 'R Razif', 'M AbuAlhaj', 'M Anbar']",,2016,"Machine learning [6] populates to be a suitable solution since it's powerful of automation,   Basically, machine learning can be classified into supervised and unsupervised learning [7], [8]","https://www.ammanu.edu.jo/English/pdf/StaffResearch/IT/963/A%20Preliminary%20Performance%20Evaluation%20of%20K-means,%20KNN%20and%20EM%20Unsupervised%20Machine%20Learning%20Methods%20for%20Network%20Flow%20Classification.pdf",54
Machine learning in concrete strength simulations: Multi-nation data analytics,"['JS Chou', 'CF Tsai', 'AD Pham', 'YH Lu']",,2014,"This study developed advanced learning approaches for solving civil engineering problems  knowledge is to propose and validate the machine learning, voting, bagging, and stacking",https://www.sciencedirect.com/science/article/pii/S0950061814010708,440
